"Outcome","Species","Stock.or.Area","Year","Month","Day","Interaction.Type","County.Locale","STATE","Initial.Injury.Assessment","Comments","Final.Injury.Assessment","SI.Criteria.Supporting.Assessment","MSI.Value","COUNT.AGAINST.LOF","COUNT.AGAINST.PBR"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,4,"SHOOTING",NA,"OR","DEAD","OCCIPITAL BROKEN WITH ASSOCIATED HEMORRHAGE; TRACKS AND VARIOUS AREAS OF EXTENSIVE HEMORRHAGE IN BODY; SOME ORGANS HEMORRHAGED; THE ANIMAL HAD EXCELLENT BODY CONDITION.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,4,"SHOOTING","PACIFIC","WA","DEAD","TRACKS WITH ASSOCIATED HOLES AND HEMORRHAGE IN BODY; TWO BROKEN RIBS; ABDOMINAL CAVITY FILLED WITH BLOODY FLUID; LIVER LOBE RUPTURED WITH CLOTTING; INTESTINES TWISTED; THE ANIMAL HAD EXCELLENT BODY CONDITION","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,5,"HOOK AND LINE FISHERY","SAN DIEGO","CA","SI","UNDERWEIGHT ANIMAL WITH HOOK IN FLIPPER. TREATED AND RELEASED FROM REHAB FACILITY.","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,6,"HOOK AND LINE FISHERY","ORANGE","CA","SI","FISHING LINE GOING DOWN THROAT. DIED IN REHAB.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,6,"HOOK AND LINE FISHERY","ORANGE","CA","SI","UNDERWEIGHT ANIMAL WITH FISHING LINE GOING DOWN THROAT, SUSPECTED INGESTED FISH HOOK. OUTCOME UNKNOWN.","SI","P2",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,11,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF APRIL 11 (ODFW SUMMARY): ONE OF SIX CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,11,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF APRIL 11 (ODFW SUMMARY): ONE OF SIX CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,11,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF APRIL 11 (ODFW SUMMARY): ONE OF SIX CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,11,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF APRIL 11 (ODFW SUMMARY): ONE OF SIX CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,11,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF APRIL 11 (ODFW SUMMARY): ONE OF SIX CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,11,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF APRIL 11 (ODFW SUMMARY): ONE OF SIX CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,12,"HOOK AND LINE FISHERY","LOS ANGELES","CA","SI","MALNOURISHED ANIMAL WITH MONOFILAMENT AROUND HEAD TREATED IN REHAB AND RELEASED.","NSI","P7B",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,12,"OIL / TAR","SAN DIEGO","CA","SI","ANIMAL WITH OIL / TAR ON VARIOUS BODY PARTS FOUND IN GARAGE. TREATED AT REHAB AND RELEASED.","NSI","P9",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,13,"MARINE DEBRIS","MONTEREY","CA","SI","EMACIATED ANIMAL WITH GLASS FOUND IN STOMACH. EUTHANIZED IN REHAB FACILITY.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,15,"MARINE DEBRIS","CLALLAM","OR","SI","CIRCUMFERENTIAL ENTANGLEMENT AROUND NECK, CONSTRICTING, MATERIAL UNKNOWN. NO RESCUE EFFORT.","SI","P8A",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,18,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF APRIL 18 (ODFW SUMMARY): ONE OF THIRTEEN CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,18,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF APRIL 18 (ODFW SUMMARY): ONE OF THIRTEEN CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,18,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF APRIL 18 (ODFW SUMMARY): ONE OF THIRTEEN CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,18,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF APRIL 18 (ODFW SUMMARY): ONE OF THIRTEEN CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,18,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF APRIL 18 (ODFW SUMMARY): ONE OF THIRTEEN CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,18,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF APRIL 18 (ODFW SUMMARY): ONE OF THIRTEEN CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,18,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF APRIL 18 (ODFW SUMMARY): ONE OF THIRTEEN CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,18,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF APRIL 18 (ODFW SUMMARY): ONE OF THIRTEEN CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,18,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF APRIL 18 (ODFW SUMMARY): ONE OF THIRTEEN CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,18,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF APRIL 18 (ODFW SUMMARY): ONE OF THIRTEEN CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,18,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF APRIL 18 (ODFW SUMMARY): ONE OF THIRTEEN CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,18,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF APRIL 18 (ODFW SUMMARY): ONE OF THIRTEEN CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,18,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF APRIL 18 (ODFW SUMMARY): ONE OF THIRTEEN CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,18,"SHOOTING","CLATSOP","OR","DEAD","TREMENDOUS AND EXTENSIVE HEMORRHAGE IN BODY, ESP. AT NECK AND SCAPULAE AREAS; PERICARDIUM AND MEDIAL LUNGS HEMORRHAGED; INTESTINES TWISTED; ABDOMINAL CAVITY MODERATELY FILLED WITH BLOODY FLUID","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,23,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF APRIL 23 (ODFW SUMMARY): ONE OF NINE CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,23,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF APRIL 23 (ODFW SUMMARY): ONE OF NINE CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,23,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF APRIL 23 (ODFW SUMMARY): ONE OF NINE CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,23,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF APRIL 23 (ODFW SUMMARY): ONE OF NINE CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,23,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF APRIL 23 (ODFW SUMMARY): ONE OF NINE CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,23,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF APRIL 23 (ODFW SUMMARY): ONE OF NINE CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,23,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF APRIL 23 (ODFW SUMMARY): ONE OF NINE CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,23,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF APRIL 23 (ODFW SUMMARY): ONE OF NINE CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,23,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF APRIL 23 (ODFW SUMMARY): ONE OF NINE CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,24,"HOOK AND LINE FISHERY","LOS ANGELES","CA","SI","MALNOURISHED ANIMAL WITH FISHING ENTANGLEMENT, HOOK IN NOSTRIL; BACK AND CHEST HAVE HOOKS WITH FLIES AND SINKER. TREATED AND RELEASED FROM REHAB.","NSI","P5C",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,24,"SHOOTING","SAN LUIS OBISPO","CA","SI","ANIMAL EUTHANIZED IN REHAB. NECROPSY SHOWED EVIDENCE OF SHOOTING.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,28,"HOOK AND LINE FISHERY","SAN MATEO","CA","SI","MODERATELY UNDERWEIGHT, SINGLE MONOFILAMENT LINE AROUND NECK, TISSUE HEALING AROUND LINE, TRAUMA TO RIGHT REAR FLIPPER WITH BONE EXPOSED. TREATED AND RELEASED FROM REHAB FACILITY.","NSI","P7B",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,30,"MARINE DEBRIS","CLALLAM","OR","SI","CIRCUMFERENTIAL ENTANGLEMENT AROUND NECK, CONSTRICTING, MATERIAL UNKNOWN. NO RESCUE EFFORT.","SI","P8A",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,30,"MARINE DEBRIS","CLALLAM","OR","SI","CIRCUMFERENTIAL ENTANGLEMENT AROUND NECK, CONSTRICTING, MATERIAL UNKNOWN. NO RESCUE EFFORT.","SI","P8A",1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,4,30,"SHOOTING","PACIFIC","WA","DEAD","EVIDENCE  OF HOLES WITH ASSOCIATED TRACKS, CLOTTING, AND HEMORRHAGE; ADDITIONAL HEMORRHAGE IN VARIOUS AREAS OF THE BODY; INTESTINES TWISTED; THE ANIMAL HAD EXCELLENT BODY CONDITION.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,5,2,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF MAY 2ND (ODFW SUMMARY): ONE OF NINE CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,5,2,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF MAY 2ND (ODFW SUMMARY): ONE OF NINE CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,5,2,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF MAY 2ND (ODFW SUMMARY): ONE OF NINE CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,5,2,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF MAY 2ND (ODFW SUMMARY): ONE OF NINE CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,5,2,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF MAY 2ND (ODFW SUMMARY): ONE OF NINE CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,5,2,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF MAY 2ND (ODFW SUMMARY): ONE OF NINE CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,5,2,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF MAY 2ND (ODFW SUMMARY): ONE OF NINE CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,5,2,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF MAY 2ND (ODFW SUMMARY): ONE OF NINE CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,5,2,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF MAY 2ND (ODFW SUMMARY): ONE OF NINE CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,5,4,"HOOK AND LINE FISHERY","MONTEREY","CA","SI","FISHING LINE 'IN' MUZZLE AND LEFT FOREFLIPPER , TREATED AT REHAB FACILITY AND RELEASED.","NSI","P7B",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2016,5,4,"SHOOTING","ORANGE","CA","SI","PELLET REMOVED FROM HEAD DURING NECROPSY.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,5,7,"MARINE DEBRIS","LOS ANGELES","CA","SI","GASTRIC DILATION DUE TO INGESTION OF LATEX GLOVES. DIED IN REHAB, NECROPSIED.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,5,9,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF MAY 9TH (ODFW SUMMARY): ONE OF SEVEN CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,5,9,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF MAY 9TH (ODFW SUMMARY): ONE OF SEVEN CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,5,9,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF MAY 9TH (ODFW SUMMARY): ONE OF SEVEN CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,5,9,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF MAY 9TH (ODFW SUMMARY): ONE OF SEVEN CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,5,9,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF MAY 9TH (ODFW SUMMARY): ONE OF SEVEN CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,5,9,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF MAY 9TH (ODFW SUMMARY): ONE OF SEVEN CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,5,9,"AUTHORIZED MMPA SEC. 120 REMOVAL","COLUMBIA RIVER","WA","ALIVE","WEEK OF MAY 9TH (ODFW SUMMARY): ONE OF SEVEN CA SEA LIONS TARGETED FOR REMOVAL THAT WERE TRAPPED AND EUTHANIZED UNDER MMPA SECTION 120.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,5,9,"SHOOTING","TILLAMOOK","OR","DEAD","SUSPICIOUS GASHES AND HOLES W/ASSOCIATED TRACKS, CLOTTING, AND/OR HEMORRHAGE; ADDITIONAL EXTENSIVE HEMORRHAGE IN VARIOUS AREAS OF BODY; ORGANS HEMORRHAGED; THREE BROKEN RIBS; INTESTINES TWISTED; THE ANIMAL HAD EXCELLENT BODY CONDITION","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,5,13,"MARINE DEBRIS","SAN DIEGO","CA","SI","ANIMAL HAD INGESTED A SOCK AND PLASTIC PARTS. EUTHANIZED IN REHAB FACILITY.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,5,14,"HOOK AND LINE FISHERY","SAN DIEGO","CA","SI","ANIMAL WITH GOOD BODY WEIGHT RESCUED BECAUSE OF MONOFILAMENT LINE AROUND NECK. ALSO HAD A HOOK IN CHEST. TREATED AND RELEASED FROM REHAB FACILITY.","NSI","P7B",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2016,5,14,"SHOOTING","MENDOCINO","CA","SI","RADIOGRAPHS OF EUTHANIZED ANIMAL SHOWED EVIDENCE OF METALLIC FRAGMENTS.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,5,15,"SHOOTING","SANTA CRUZ","CA","DEAD","STRANDED ANIMAL WITH DORSAL GUNSHOT ENTRY WOUND AND VENTRAL EXIT WOUND.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,5,16,"HOOK AND LINE FISHERY","SANTA CRUZ","CA","SI","FISHING LINE, HOOK AND LURE ENTANGLED AROUND REAR FLIPPERS OF EMACIATED ANIMAL. TREATED AT REHAB FACILITY AND RELEASED.","NSI","P7B",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2016,5,17,"SHOOTING","SANTA CRUZ","CA","DEAD","MARINE MAMMAL CENTER RESPONDED AND SEA LION WAS DECEASED WHEN THEY ARRIVED TO THE BEACH. WAS OBSERVED HAVING TROUBLE BREATHING, HEAD THRUSTS AND POSSIBLE SEIZURES. FOUND SMALL CALIBER BULLET RESTING AGAINST OPPOSITE KIDNEY WHICH HAD HEMORRHAGE. GUNSHOT CAUSE OF DEATH.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,5,19,"HOOK AND LINE FISHERY","LOS ANGELES","CA","SI","MALNOURISHED SEIZURING ANIMAL WITH FISH HOOKS IN FRONT AND REAR FLIPPERS AND EARS. ANIMAL DIED IN REHAB FACILITY.","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,5,20,"GILLNET FISHERY","ORANGE","CA","SI","GILLNET WOUND AROUND NECK, TREATED AND RELEASED FROM REHAB FACILITY.","NSI","P7B",0,"Y","N"
NA,"CALIFORNIA SEA LION","U.S.",2016,5,23,"SHOOTING","SAN LUIS OBISPO","CA","SI","GOOD BODY CONDITION, SUPERFICIAL LACERATIONS NEAR HEAD AND LEFT SIDE, ALERT BUT NOT ACTIVE, OBSERVED OVERNIGHT AND FOUND IN THE SAME LOCATION NEXT DAY. RADIOGRAPHS SHOWED BUCKSHOT SCATTERED THROUGHOUT CERVICAL REGION. ANIMAL TREATED AND RELEASED FROM REHAB FACILITY.","NSI","P9",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2016,5,23,"SHOOTING","CLATSOP","OR","DEAD","EVIDENCE  OF HOLES AND TRACKING WOUNDS WITH ASSOCIATED HEMORRHAGE IN BODY; OTHER AREAS OF HEMORRHAGE/DAMAGE IN BODY/ORGANS; THORACIC CAVITY FILLED WITH BLOODY FLUID; SEA LION HAD EXCELLENT BODY CONDITION","DEAD",NA,1,"N","Y"
NA,"CALIFORNIA SEA LION","U.S.",2016,5,26,"HOOK AND LINE FISHERY","MONTEREY","CA","SI","DARTING CAPTURE, MONOFILAMENT ENTANGLEMENT AROUND NECK, MILDLY UNDERWEIGHT. TREATED AND RELEASED FROM REHAB FACILITY.","NSI","P7B",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2016,5,27,"MARINE DEBRIS","MONTEREY","CA","SI","TWINE AROUND NECK, TREATED AT REHAB AND RELEASED.","NSI","P7B",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2016,5,31,"HOOK AND LINE FISHERY","SAN DIEGO","CA","SI","FISHING LINE JUST IN FRONT OF SHOULDER BLADE JOINT. LACERATION APPROXIMATELY 3/4 WAY AROUND BODY WHERE LINE WAS. TREATED AT REHAB AND RELEASED.","NSI","P7B",0,"N","N"
NA,"CALIFORNIA SEA LION","U.S.",2016,5,31,"SHOOTING",NA,"OR","DEAD","SUSPICIOUS HOLES W/ASSOC. HEMORRHAGE; POSSIBLE EVIDENCE TRACK ASSOC. W/BLACKENED BLUBBER; THORACIC CAVITY FILLED WITH CLOUDY, PINK-TINGED FLUID; ODD HOLE W/GELATINOUS TISSUE IN LUNG; THORACIC L.N.'S ABNORMAL; KIDNEY DAMAGED AND HEMORRHAGIC","DEAD",NA,1,"N","Y"
