"","Outcome","Species","Stock.or.Area","Year","Month","Day","Interaction.Type","County.Locale","STATE","Initial.Injury.Assessment","Comments","Final.Injury.Assessment","SI.Criteria.Supporting.Assessment","MSI.Value","COUNT.AGAINST.LOF","COUNT.AGAINST.PBR"
"53","DEAD","FIN WHALE","CALIFORNIA - OREGON - WASHINGTON",2021,5,7,"VESSEL STRIKE","SAN DIEGO","CA","DEAD","WHALE WAS STRUCK BY 146-METRE-LONG (VESSEL SIZE 479 FEET) MILITARY VESSEL (A DESTROYER). VESSEL SPEED UNKNOWN. THIS WHALE AND A SMALLER WHALE (KXD0382) DISLODGED FROM VESSEL UPON ARRIVAL TO PIER. VESSEL HAD BEEN OPERATING IN SOUTHERN CALIFORNIA FOR 10 DAYS PRIOR TO THE STRIKE.  INJURIES CONSISTENT WITH SHIP STRIKE WERE OBSERVED. BLUBBER AND SKIN COLLECTED. THIS WHALE WAS INITIALLY ESTIMATED AT 20M WHILE FLOATING AT NAVY BASE. PMMC RESPONDED AND TOOK MEASUREMENT LISTED HERE FOR LENGTH WHEN THIS WHALE STRANDED (AFTER BEING TOWED) AT BOLSA STATE BEACH ON 5/19/2021. BROKEN RIGHT PECTORAL FIN, INDENTATION RIGHT BODY. WHALE WAS OBSERVED ON VESSEL UPON ARRIVAL, ALONG WITH A CALF. LESIONS ON RIGHT SIDE CONSISTENT WITH VESSEL STRIKE. THIS RECORD IS FOR THE ADULT.","DEAD","NA",1,"N","Y"
"54","DEAD","FIN WHALE","CALIFORNIA - OREGON - WASHINGTON",2021,5,7,"VESSEL STRIKE","SAN DIEGO","CA","DEAD","WHALE WAS STRUCK BY 146-METRE-LONG (VESSEL SIZE 479 FEET) MILITARY VESSEL (A DESTROYER). VESSEL SPEED UNKNOWN. THIS WHALE AND A SMALLER WHALE (KXD0382) DISLODGED FROM VESSEL UPON ARRIVAL TO PIER. VESSEL HAD BEEN OPERATING IN SOUTHERN CALIFORNIA FOR 10 DAYS PRIOR TO THE STRIKE.  INJURIES CONSISTENT WITH SHIP STRIKE WERE OBSERVED. BLUBBER AND SKIN COLLECTED. THIS WHALE WAS INITIALLY ESTIMATED AT 20M WHILE FLOATING AT NAVY BASE. PMMC RESPONDED AND TOOK MEASUREMENT LISTED HERE FOR LENGTH WHEN THIS WHALE STRANDED (AFTER BEING TOWED) AT BOLSA STATE BEACH ON 5/19/2021. BROKEN RIGHT PECTORAL FIN, INDENTATION RIGHT BODY. WHALE WAS OBSERVED ON VESSEL UPON ARRIVAL, ALONG WITH A CALF. LESIONS ON RIGHT SIDE CONSISTENT WITH VESSEL STRIKE. THIS RECORD IS FOR THE CALF.","DEAD","NA",1,"N","Y"
"55","UNKNOWN","FIN WHALE","CALIFORNIA - OREGON - WASHINGTON",2021,7,16,"UNIDENTIFIED FISHERY INTERACTION","ORANGE","CA","SI","ENTANGLED WHALE SWIMMING NORMALLY WITH CONSTRICTING LINE WRAPPED AROUND HEAD AND OVER BLOWHOLES. AREAS OF PINK ON EITHER SIDE OF HEAD WHERE LINE IS CUTTING INTO WHALE'S HEAD. HARD TO TELL FROM VIDEO IF PINK AREA REPRESENTS MUSCLE OR MARINE GROWTH, OR BOTH.","SI","L2",1,"N","Y"
"56","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2007,1,14,"GILLNET FISHERY","LINCOLN","OR","SI (PRORATE)","WHALE REPORTEDLY DISENTANGLED BY FISHERMAN. GEAR AMOUNT AND CONFIGURATION UNKNOWN. NOT KNOWN IF ALL GEAR WAS REMOVED. FINAL OUTCOME UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"57","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2007,4,2,"GILLNET FISHERY","LOS ANGELES","CA","NSI","FREE-SWIMMING ANIMAL TRAILING 3-5 FEET OF SMALL MESH BLUE/GREEN MONOFILAMENT NETTING FROM AROUND TAIL STOCK; RESCUE EFFORT INITIATED; MOST OF NETTING CUT AWAY, SMALL AMOUNT OF LOOSE NETTING REMAINING AROUND TAIL STOCK; FINAL STATUS UNKNOWN, BUT AMOUNT AND LOOSE NATURE OF GEAR SUPPORTS DESIGNATION OF NSI.","NSI","L3",0,"N","N"
"58","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2007,4,20,"DUNGENESS CRAB POT FISHERY (COMMERCIAL)","LINCOLN","OR","SI","ENTANGLED IN CRAB GEAR. SKIPPER OF NEARBY VESSEL REMOVED 8 POTS. WHALE STILL HAD 8 BUOYS AND MULTIPLE WRAPS OF LINE AROUND MID-SECTION, LEFT PECTORAL FLIPPER, AND THROUGH MOUTH. AMOUNT AND CONFIGURATION OF REMAINING GEAR UNKNOWN.","SI","L2",1,"Y","Y"
"59","DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2007,6,1,"VESSEL STRIKE","MARIN","CA","DEAD","CARCASS; 4 PROPELLER-LIKE WOUNDS TO BODY.","DEAD","NA",1,"N","Y"
"60","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2007,6,27,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT","MONTEREY","CA","SI (PRORATE)","FREE-SWIMMING ANIMAL TRAILING 2 POT/TRAP BUOYS FROM TAIL STOCK.  FINAL STATUS UNKNOWN. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"61","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC - PCFG",2007,7,26,"GILLNET FISHERY","KING","WA","SI (PRORATE)","SOME GEAR WAS REMOVED FROM THE ANIMAL, SWAM AWAY WITH GEAR STILL ATTACHED. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"62","DECLINE","GRAY WHALE","EASTERN NORTH PACIFIC",2007,12,7,"RED KING CRAB POT FISHERY ENTANGLEMENT","OFFSHORE BERING SEA","AK","SI","WHALE SIGHTED IN HUMBOLDT BAY, CA, TRAILING GEAR IN APRIL 2008. GEAR WAS SET IN DECEMBER 2007 IN BERING SEA. WHALE WAS TRAILING 40-50 FEET OF LINE WITH THREE BUOYS ATTACHED. BUOYS WERE REMOVED BUT APPROXIMATELY 20-30' OF LINE REMAIN ATTACHED TO THE WHALE. THE WHALE APPEARED SEVERLY UNDERWEIGHT AND HAS AN S-SHAPED SPINE. HEALTH DECLINE.","SI","L2",1,"Y","Y"
"63","DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2008,2,7,"VESSEL STRIKE","ORANGE","CA","DEAD","CARCASS; PROPELLER-LIKE WOUNDS TO LEFT DORSUM FROM MID-BODY TO CAUDAL PEDUNCLE; DEEP EXTERNAL BRUISING ON RIGHT SIDE OF HEAD; FIELD NECROPSY REVEALED MULTIPLE CRANIAL FRACTURES.","DEAD","NA",1,"N","Y"
"64","DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2008,3,1,"VESSEL STRIKE","MEXICO","CA","DEAD","CARCASS BROUGHT INTO PORT ON BOW OF CRUISE SHIP; COLLISION OCCURRED BETWEEN PORTS OF SAN DIEGO AND CABO SAN LUCAS.","DEAD","NA",1,"N","Y"
"65","DECLINE","GRAY WHALE","EASTERN NORTH PACIFIC",2008,4,12,"ALASKA BERING SEA, ALEUTIAN ISLANDS CRAB POT","HUMBOLDT","CA","SI (PRORATE)","STATIONARY WHALE 20 FT. IN LENGTH DESCRIBED AS 'SEVERELY MALNOURISHED' ENTANGLED IN GEAR. LINE AND THREE BUOYS EXTENDED 40 TO 50 FT BEHIND WHALE (=TRAILING GEAR). AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. WHALE'S SPINE NOTED AS DISTORTED AND S-SHAPED. HEALTH DECLINE. FISHERY CONFIRMED VIA TAG NUMBER AND INTERVIEW WITH FISHERMAN. GEAR HAD BEEN SET IN BERING SEA BETWEEN OCTOBER AND DECEMBER 2007.","SI (PRORATE)","L10",1,"Y","Y"
"66","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2009,1,31,"CA LOBSTER TRAP / POT  ENTANGLEMENT","SAN DIEGO","CA","SI (PRORATE)","FREE-SWIMMING ANIMAL TRAILING UNIDENTIFIED POT/TRAP GEAR; USCG REPORTED GEAR AS 4 LOBSTER POTS; FINAL STATUS UNKNOWN. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"67","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2009,3,25,"GILLNET FISHERY","ORANGE","CA","SI (PRORATE)","FREE-SWIMMING ANIMAL WITH PINK GILLNET WRAPPED AROUND HEAD, TRAILING 4 FEET OF VISIBLE NETTING. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"68","DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2009,4,4,"VESSEL STRIKE","PACIFIC","WA","DEAD","NECROPSIED, BROKEN BONES IN SKULL; EXTENSIVE HEMORRHAGE HEAD AND THORAX.","DEAD","NA",1,"N","Y"
"69","DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2009,4,5,"VESSEL STRIKE","ORANGE","CA","DEAD","3 DEEP PROPELLER-LIKE CUTS ON RIGHT SIDE (=DEEP LACERATIONS), JUST ANTERIOR OF GENITAL OPENING; CARCASS TOWED OUT TO SEA.","DEAD","NA",1,"N","Y"
"70","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2009,4,9,"MARINE DEBRIS","SITKA","AK","SI","THICK BLACK LINE WRAPPED TWICE AROUND WHALE'S BODY POSTERIOR TO THE EYES. MULTIPLE WRAPS. CITIZEN CUT AND PULLED AWAY THE LINES. ANIMAL SWAM AWAY AND DOVE. CONFIGURATION AND AMOUNT OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"71","DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2009,4,27,"VESSEL STRIKE","ISLAND","WA","DEAD","LARGE AMOUNT OF BLOOD IN BODY CAVITY, BRUISING IN SOME AREAS OF BLUBBER LAYER AND IN SOME INTERNAL ORGANS. FINDINGS SUGGESTIVE OF BLUNT FORCE TRAUMA LIKELY CAUSED BY COLLISION WITH A LARGE SHIP.","DEAD","NA",1,"N","Y"
"72","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2009,5,1,"VESSEL STRIKE","LOS ANGELES","CA","SI","VESSEL COLLIDED WITH FREE-SWIMMING CALF ACCOMPANIED BY ADULT; CALF WAS SUBMERGED AT TIME OF COLLISION; PIECES OF FLESH AND BLOOD OBSERVED IN WATER; CALF NEVER SURFACED; PRESUMED MORTALITY. VESSEL SIZE = 85 FT. SPEED = 27 KTS.","SI","L6A",1,"N","Y"
"73","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC - PCFG",2009,6,24,"GILLNET FISHERY, TRIBAL","CLALLAM","WA","SI (PRORATE)","WHALE CAUGHT IN THE BAG SECTION OF A TRIBAL SET GILLNET. WHALE ENCOUNTERED IN MORNING, UNKNOWN ENTANGLEMENT DURATION. NET HAD BEEN SET 8PM PREVIOUS DAY. WHALE WAS ABLE TO BREATH, BUT COULD NOT FREELY SWIM AND WAS STATIONARY WITHIN NET = ENTRAPMENT. RIGHT PECTORAL FIN AND HEAD WERE WELL WRAPPED IN NET WEBBING. WHALE REACTED VIOLENTLY AND SWAM AWAY IN RESPONSE TO A DISENTANGLEMENT ATTEMPT. NET WAS RETRIEVED AND FOUND TO BE TORN IN TWO. WHALE LAST SEEN AT 1030 AM. GEAR CONFIGURATION AND AMOUNT UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"74","RECOVERED","GRAY WHALE","EASTERN NORTH PACIFIC - PCFG",2009,7,21,"GILLNET FISHERY","HUMBOLDT","CA","SI","FREE-SWIMMING ANIMAL WITH GREEN GILLNET, ROPE AND SMALL BLACK FLOATS WRAPPED AROUND CAUDAL PEDUNCLE. PHOTOS SHOW ROPE CUTTING INTO CAUDAL PEDUNCLE = CONSTRICTING ENTANGLEMENT.  ANIMAL RESIGHTED ON 3-AUG. WHALE IDENTIFIED AS PCFG GRAY WHALE, RESIGHTED IN 2010 AND 2011, STILL ENTANGLED. WHALE WAS RESIGHTED IN 2013 AND HAD SHED GEAR, APPARENTLY IN GOOD HEALTH.","NSI","L2",0,"Y","N"
"75","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC - PCFG",2009,9,9,"VESSEL STRIKE","CLALLAM","WA","SI (PRORATE)","USCG VESSEL TRAVELING AT 10 KNOTS STRUCK A GRAY WHALE. VESSEL SIZE NOT REPORTED. THE ANIMAL WAS HIT WITH THE PROPELLER AND WAS REPORTED ALIVE AFTER BEING HIT, BLOOD OBSERVED IN WATER.","SI (PRORATE)","L11",0.52,"N","Y"
"76","DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2010,2,1,"HARPOON OR ARROW","HUMBOLDT","CA","DEAD","40 CENTIMETER LONG HARPOON AND 8 CENTIMETER LONG BROKEN TOGGLE HEAD FROM 2ND HARPOON EMBEDDED IN LEFT LATERAL/DORSAL SIDE JUST BELOW DORSAL HUMP, HARPOON ATTACHED TO 10 METERS OF ROPE.","DEAD","NA",1,"N","Y"
"77","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2010,2,16,"VESSEL STRIKE","SAN DIEGO","CA","SI (PRORATE)","FREE-SWIMMING ANIMAL WITH PROPELLER-LIKE WOUNDS TO DORSUM.","SI (PRORATE)","L11",0.52,"N","Y"
"78","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2010,3,5,"UNIDENTIFIED FISHERY INTERACTION","SAN DIEGO","CA","SI","TRAILING ORANGE AND WHITE BUOY, AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI","L10",0.75,"Y","Y"
"79","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2010,3,12,"VESSEL STRIKE","SANTA BARBARA","CA","SI","21 METER SAILBOAT UNDERWAY AT 13 KTS COLLIDED WITH FREE-SWIMMING ANIMAL; WHALE BREACHED SHORTLY AFTER COLLISION; DAMAGE TO LOWER PORTION OF BOAT'S KEEL; FINAL STATUS UNKNOWN.","SI","L6A",1,"N","Y"
"80","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2010,4,7,"UNIDENTIFIED FISHERY INTERACTION","MARIN","CA","SI (PRORATE)","ROPE WRAPPED AROUND CAUDAL PEDUNCLE. UNIDENTIFIED FISHERY. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"81","DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2010,4,11,"UNIDENTIFIED FISHERY INTERACTION","WHATCOM","WA","DEAD","ENTANGLEMENT SCARS FOUND ON DEAD WHALE. THERE WAS A DISTINCT NOTCH IN THE LEFT TAIL FLUKE. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","DEAD","NA",1,"N","Y"
"82","DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2010,4,16,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT","CLATSOP","OR","DEAD","ENTANGLED IN CRAB POT LINES, LENGTH OF GEAR UNKNOWN.","DEAD","NA",1,"Y","Y"
"83","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2010,5,7,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT","LINCOLN","OR","SI (PRORATE)","ENTANGLED IN 3 CRAB POTS, WHALE NOT RELOCATED. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"84","DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2010,5,11,"GILLNET FISHERY","ORANGE","CA","SI (PRORATE)","FREE-SWIMMING ANIMAL ENTANGLED IN GILLNET. ANIMAL FIRST OBSERVED INSIDE DANA POINT HARBOR ON 5/11/10; ANIMAL SUCCESSFULLY DISENTANGLED ON 5/12/10 AND SWAM OUT OF HARBOR; ANIMAL OBSERVED ALIVE IN SURF ZONE FOR SEVERAL HOURS ON 5/14/10 OFF DOHENY STATE BEACH BEFORE WASHING UP DEAD ON BEACH. AMOUNT AND CONFIGURATION OF ORIGINAL GEAR UNKNOWN.","DEAD","NA",1,"Y","Y"
"85","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2010,8,17,"DUNGENESS CRAB POT FISHERY (OREGON)","MENDOCINO","CA","SI","CRAB POT LINE SPIRALED AROUND ANIMAL FROM HEAD TO FLUKES (MULTIPLE WRAPS), TRAILING 20 FEET OF LINE ATTACHED TO CRAB POT. PECTORAL FIN SEVERED, ONLY NECROTIC TISSUE REMAINING. FREE-SWIMMING, BREACHING, MAKING SHALLOW DIVES; SUCCESSFUL GEAR REMOVAL, HOWEVER INJURY DESIGNATED AS SERIOUS DUE TO SEVERED PECTORAL FIN AND IS CONSIDERED A HEALTH DECLINE.","SI","L2",1,"Y","Y"
"86","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2011,1,22,"VESSEL STRIKE","SAN DIEGO","CA","SI (PRORATE)","SAILBOAT COLLIDED WITH FREE-SWIMMING WHALE WHICH DOVE IMMEDIATELY FOLLOWING CONTACT AND WAS NOT RESIGHTED. FINAL STATUS UNKNOWN. VESSEL SIZE ASSUMED LESS THAN 65 FT. AND SPEED UNKNOWN.","SI (PRORATE)","L7B",0.14,"N","Y"
"87","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2011,2,12,"VESSEL STRIKE","LOS ANGELES","CA","SI (PRORATE)","RECREATIONAL VESSEL COLLIDED WITH FREE-SWIMMING WHALE. WHALE BREACHED JUST PRIOR TO CONTACT, BOUNCING OFF SIDE OF VESSEL AND DOVE IMMEDIATELY FOLLOWING CONTACT AND WAS NOT RESIGHTED. FINAL STATUS UNKNOWN; SKIN SAMPLE COLLECTED FROM VESSEL AND GENETICALLY IDENTIFIED AS A FEMALE GRAY WHALE. VESSEL SIZE ASSUMED LESS THAN 65 FT AND SPEED UNKNOWN.","SI (PRORATE)","L7B",0.14,"N","Y"
"88","DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2011,4,18,"VESSEL STRIKE","SAN FRANCISCO","CA","DEAD","CRUSHED MANDIBLE","DEAD","NA",1,"N","Y"
"89","DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2011,6,11,"VESSEL STRIKE","SAN MATEO","CA","DEAD","MASSIVE HEMORRHAGE INTO THE THORAX, BLOOD CLOTS AROUND LUNGS. LESIONS INDICATE MASSIVE TRAUMA. DUE TO CARCASS POSITION, THE SKELETON COULD NOT BE COMPLETELY EXAMINED (LYING ON BACK, TOP OF SKULL IN SAND).","DEAD","NA",1,"N","Y"
"90","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2011,7,13,"UNIDENTIFIED FISHERY INTERACTION","SAN LUIS OBISPO","CA","SI","WHALE HAS BEEN IN AREA FOR 5 WEEKS, OBSERVED FEEDING; THIS WAS FIRST OBSERVATION OF ENTANGLEMENT; GRAY LINE WITH BLACK AND WHITE FLOAT WRAPPED AROUND FLUKE/PEDUNCLE. TRAILING LINE, 2 LACERATIONS IN THE FLUKE AREA, ONE DEEP, ONE AT THE BASE AND ONE ON ONE OF THE BLADES CAUSING THE TIP TO CURL. ANIMAL OBSERVED ENTANGLED IN THE MORNING BUT AT 1330 OBSERVED WITHOUT ENTANGLEMENT; SHED GEAR ON ITS OWN; GEAR FREE BUT INJURED. FINAL OUTCOME UNKNOWN.","SI","L2",1,"Y","Y"
"91","RECOVERED","GRAY WHALE","EASTERN NORTH PACIFIC - PCFG",2011,7,27,"UNIDENTIFIED FISHERY INTERACTION","KITSAP","WA","NSI","INDICATIONS OF OLD HEALED ENTANGLEMENT SCAR ON FLUKE. OPEN ULCER/ LESIONS ON ABDOMEN OF UNKNOWN ORIGIN.","NSI","L5B",0,"N","N"
"92","DECLINE","GRAY WHALE","EASTERN NORTH PACIFIC",2011,8,25,"UNIDENTIFIED NET FISHERY","PETERSBURG","AK","SI","ENTANGLED IN 50 LBS. HEAVY MONOFILAMENT WEBBING, CORK LINE, AND LEAD LINE, AS WELL AS OVER 200 LBS. OF BULL KELP ATTACHED TO GEAR; COMPLETELY DISENTANGLED; LEADING EDGE OF FLUKES HAD SIGNIFICANT CUTS AND ABRASIONS; OVERALL POOR BODY CONDITION; MASSIVE INFESTATION OF WHALE LICE AND BARNACLES; ANIMAL VERY EMACIATED AND LACKED ANY VISIBLE SIGNS OF RECENT FEEDING; OBSERVED THE DAY AFTER DISENTANGLEMENT SWIMMING VERY SLOWLY. HEALTH DECLINE DUE TO CONSTRICTING AND WEIGHTED ENTANGLEMENT.","SI","L2",1,"Y","Y"
"93","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2011,8,25,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT","SAN MATEO","CA","SI","ONE WHITE ""CRAB POT"" BUOY NEXT TO BODY BY LEFT PECTORAL FIN; FLOAT STAYED NEXT TO BODY AND DID NOT CHANGE POSITION; ANIMAL REMAINED IN SAME POSITION - POSSIBLY ANCHORED; ONLY OBSERVED FOR 2 MIN; NOT RESIGHTED, OUTCOME UNKNOWN. CONSTRICTING ENTANGLEMENT.","SI","L2",1,"Y","Y"
"94","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2011,9,27,"COD POT FISHERY ENTANGLEMENT","KODIAK","AK","SI","ENTANGLED IN COD POT GEAR; 3-5 MULTIPLE WRAPS OF LINE AROUND PEDUNCLE AND WHALE ANCHORED AND IMMOBILIZED ; 2-3 WRAPS OF FLOATING POLY BUOY LINES WRAPPED CLOSE TO FLUKES, SINGLE WRAP OF POT LINE AROUND PEDUNCLE EXTENDED DOWN TO THE POT AT AN ANGLE; FLUKES IMMOBILIZED; COMPLETELY DISENTANGLED AFTER 2 HRS (=RESCUE) AND OBSERVED SWIMMING SLOWLY. NON-SERIOUS INJURY BECAUSE WHALE'S CONDITION WAS REPORTED AS GOOD AND ALL GEAR REMOVED.","NSI","L2",0,"Y","N"
"95","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2012,1,17,"COD POT FISHERY ENTANGLEMENT","ALEUTIANS EAST","AK","SI (PRORATE)","A 40' WHALE WAS CAUGHT IN COD POT GEAR NEAR UNIMAK PASS. LINES WERE CUT BY BOAT CREW AND BUOYS WERE RECOVERED (RESCUE), HOWEVER, THE POT AND SOME LINE REMAINED IN THE WATER. ANY LINE POSSIBLY REMAINING ON ANIMAL THOUGHT TO BE MINIMAL. GRAY WHALE DETERMINATION MADE FOLLOWING EXTENSIVE QUESTIONING BY LOCAL MARINE MAMMAL BIOLOGIST. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"96","DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2012,1,22,"MARINE DEBRIS","PACIFIC","WA","DEAD","POSSIBLE ENTANGLEMENT, DEEP CABLE-LIKE INDENTATION AROUND GENITAL AREA.","DEAD","NA",1,"N","Y"
"97","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2012,1,28,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT","SAN DIEGO","CA","SI (PRORATE)","TRAILING TWO ORANGE BUOYS AND AT LEAST 150 FT OF LINE; UNKNOWN FISHERY, REPORTED AS POSSIBLE GILLNET. GEAR CONFIGURATION AND AMOUNT UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"98","DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2012,3,24,"GILLNET FISHERY","ORANGE","CA","SI","GILLNET AROUND PEDUNCLE; RESPONSE EFFORT RESULTED IN SUCCESSFUL DISENTANGLEMENT WITH >100 FT OF PINK GILLNET REMOVED FROM ANIMAL, BUT ANIMAL SUBSEQUENTLY OBSERVED DEAD ON 03/27 (FLOATING, SKIN SAMPLE TAKEN, NO NECROPSY).","DEAD","NA",1,"Y","Y"
"99","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2012,3,28,"UNIDENTIFIED FISHERY INTERACTION","ORANGE","CA","SI","LINE DEEPLY EMBEDDED AROUND TAIL STOCK AND UNDER FLUKE. CONSTRICTING ENTANGLEMENT. 45 FEET OF ROPE WITH HAND CARVED BUOY. ANIMAL SUCCESSFULLY DISENTANGLED AND ALL GEAR RECOVERED (=RESCUE).  CONDITION OF ANIMAL INDICATED THAT ANIMAL IS LIKELY TO SURVIVE.","NSI","L2",0,"Y","N"
"100","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2012,4,17,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT","ORANGE","CA","SI (PRORATE)","GRAY WHALE REPORTED ENTANGLED WITH APPROXIMATELY 150 FEET OF LINE TRAILING. FOUR BULLET BUOYS LIE ALONG THE LEFT SIDE OF THE ANIMAL. ENTANGLEMENT INVOLVES THE MOUTH, A WRAP OVER THE HEAD, AND THE LEFT PECTORAL FLIPPER. ENTANGLEMENT APPEARS RECENT. PARTIALLY DISENTANGLED 5/3/12 BY FISHERMEN. AMOUNT AND CONFIGURATION OF GEAR REMAINING ON WHALE UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"101","DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2012,4,21,"UNIDENTIFIED FISHERY INTERACTION","SAN LUIS OBISPO","CA","DEAD","ROPE LIKE MARKS ON CAUDAL PEDUNCLE. ROPE IMPRESSION ON PECTORAL FIN. PHOTOS.","DEAD","NA",1,"Y","Y"
"102","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2012,4,28,"UNIDENTIFIED FISHERY INTERACTION","MENDOCINO","CA","SI (PRORATE)","SMALL GRAY WHALE TRAILING TWO BUOYS. AMOUNT AND CONFIGURATION OF  GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"103","UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2012,5,5,"MARINE DEBRIS","MONTEREY","CA","SI (PRORATE)","WHALE WATCH VESSEL REPORTED ENTANGLEMENT FROM REVIEW OF PHOTOS EARLIER IN DAY. A SMALL GAUGE LINE, LIKELY FROM RIGHT SIDE OF MOUTH GOES OVER THE ANIMAL'S BACK, AND OVER BLOWHOLES, TO LEFT SIDE OF MOUTH. ANIMAL IN FAIR CONDITION = HEALTH DECLINE. ANIMAL SIGHTED NEXT DAY BY WHALE WATCH VESSEL. CONFIRMED MOUTH ENTANGLEMENT, APPEARS TO BE STRAPPING MATERIAL.","SI (PRORATE)","L10",0.75,"N","Y"
"104","DECLINE","GRAY WHALE","EASTERN NORTH PACIFIC",2012,5,8,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","HUMBOLDT","CA","SI","DEEP CUTS FROM ROPE AROUND PEDUNCLE AND LACERATIONS AT FLUKE NOTCH AND LATERAL EDGE OF FLUKE (=CONSTRICTING GEAR). GEAR COLLECTED AND IDENTIFIED AS DUNGENESS CRAB POT GEAR. ANIMAL ENTIRELY FREED OF GEAR (=RESCUE) BUT CONDITION OF ANIMAL IS FAIR  AND SLIGHTLY EMACIATED (= HEALTH DECLINE). DEEP CUTS (2 INCHES) FROM THE ROPE AROUND THE PEDUNCLE REMAINED. GEAR WAS RECOVERED. RESULTS OF ENTANGLEMENT MAY STILL BE LIFE THREATENING.","SI","L2",1,"Y","Y"
